港澳台,#genre#
靖天育樂台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
靖天資訊台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
靖天電影台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
靖天歡樂台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
龍華偶像台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
龍華卡通台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
龍華戲劇台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
龍華日韓台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
龍華經典台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
龍華電影台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
靖洋戲劇台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
八大精彩台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
八大綜藝台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
博斯運動一台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
博斯運動二台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
博斯無限台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
博斯無限二台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
博斯網球台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
博斯高球台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
博斯高球二台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
博斯魅力台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
ELTA 娛樂台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
ELTA 生活旅遊,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
ELTA生活英語,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
CNBC Asia 財經台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
亞洲旅遊台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
GINX Esports TV,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
TechStorm,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
時尚運動X,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
智林體育台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
TraceSports,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
影迷數位紀實台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
影迷數位電影台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
AMC 最愛電影,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
CatchPlay 電影台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
公視戲劇台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
采昌影劇台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
台灣戲劇台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
經典電影台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
CinemaWorld,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
HITS 頻道,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Rock Action,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
金光布袋戲,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
霹靂布袋戲,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Nickelodeon,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Nick Jr. 兒童頻道,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
i-Fun 動漫台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
兒童卡通台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
精選動漫台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
經典卡通台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
達文西頻道,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
MOMO 親子台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Mezzo Live,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Trace Urban,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Global Trekker,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
LUXE TV,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Pet Club TV,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
TV5MONDE Style,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
車迷 TV,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Love Nature,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Fun 探索娛樂台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
幸福空間居家台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Arirang TV,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Bloomberg TV,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
VOA 美國之音,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
DW德國之聲,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
第1商業台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
原住民族電視台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
客家電視台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
滾動力 Rollor,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
好消息2台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
大愛電視,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
大愛電視2,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
人間衛視,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
國會頻道1,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
東森購物一台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
東森購物二台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
東森購物三台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
東森購物四台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
镜新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
澳门-MACAU,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
戏曲台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
TVB娱乐新闻台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
千禧经典台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Thrill,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
now财经台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Hands Up,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
粤语片台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
亚洲剧台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
功夫台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
HOY资讯台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
黄金翡翠台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
中天综合,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
民视台湾,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
东森超视,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
东森电影,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
东森戏剧,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
东森洋片,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
靖宇综合,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
澳门有线互动新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
澳视葡语,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
澳视体育,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
澳视资讯,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
澳视综艺,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
八大戏剧,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
八大综合,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
好莱坞电影,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
	
	
